NameToDisplay,Size,Brand,Marketing Group,Category,Stock(Unit1),SaleRate,MRP,Sale Rate Value,'Product',Stock(Unit2),Stock,StockUnit,Unit1,Unit2,Stock Value,IsVirtual,Status,ProdConv1,SellLoose,StockLocation,Rate
RedSton 1017 ,11,Redston,BABA KIDS WEAR,KP-Jacket <>,1,1620,1620,1620,1017,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 1017 ,3,Redston,BABA KIDS WEAR,KP-Jacket <>,1,1300,1300,1300,1017,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 1040 ,2,Redston,BABA KIDS WEAR,KP-Jacket <>,1,1250,1250,1250,1040,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 1044 ,12,Redston,BABA KIDS WEAR,Kurta-Pajama+Jacket <>,1,1530,1530,1530,1044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 1052 ,3,Redston,BABA KIDS WEAR,KP-Jacket <>,1,1310,1310,1310,1052,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2029 ,12,Redston,BABA KIDS WEAR,Kurta Pajama<,1,795,795,795,2029,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2029 ,8,Redston,BABA KIDS WEAR,Kurta Pajama<,1,625,625,625,2029,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2029 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,755,755,755,2029,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2029 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,2,595,595,1190,2029,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2030 ,8,Redston,BABA KIDS WEAR,Kurta Pajama<,1,610,710,610,2030,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2030 ,5,Redston,BABA KIDS WEAR,Kurta Pajama<,1,550,650,550,2030,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2030 ,12,Redston,BABA KIDS WEAR,Kurta Pajama<,1,765,865,765,2030,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2030 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,735,835,735,2030,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,13,Redston,BABA KIDS WEAR,Kurta Pajama<,1,595,695,595,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,6,Redston,BABA KIDS WEAR,Kurta Pajama<,1,375,475,375,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,5,Redston,BABA KIDS WEAR,Kurta Pajama<,1,355,455,355,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,6,Redston,BABA KIDS WEAR,Kurta Pajama<,1,400,400,400,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,425,425,425,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,410,410,410,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,3,Redston,BABA KIDS WEAR,Kurta Pajama<,1,315,415,315,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,2,Redston,BABA KIDS WEAR,Kurta Pajama<,1,310,310,310,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,535,635,535,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,14,Redston,BABA KIDS WEAR,Kurta Pajama<,1,625,725,625,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,15,Redston,BABA KIDS WEAR,Kurta Pajama<,1,655,755,655,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,1,Redston,BABA KIDS WEAR,Kurta Pajama<,1,275,375,275,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,395,495,395,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,9,Redston,BABA KIDS WEAR,Kurta Pajama<,1,435,535,435,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2044 ,10,Redston,BABA KIDS WEAR,Kurta Pajama<,1,455,555,455,2044,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2061 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,495,495,495,2061,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063 ,14,Redston,BABA KIDS WEAR,Kurta Pajama<,1,705,805,705,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063 ,12,Redston,BABA KIDS WEAR,Kurta Pajama<,1,645,745,645,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063 ,10,Redston,BABA KIDS WEAR,Kurta Pajama<,1,535,635,535,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063 ,9,Redston,BABA KIDS WEAR,Kurta Pajama<,1,515,615,515,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063 ,13,Redston,BABA KIDS WEAR,Kurta Pajama<,1,675,775,675,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063. ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,585,585,585,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063. ,10,Redston,BABA KIDS WEAR,Kurta Pajama<,1,555,555,555,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063. ,9,Redston,BABA KIDS WEAR,Kurta Pajama<,1,525,525,525,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2063. ,13,Redston,BABA KIDS WEAR,Kurta Pajama<,1,645,645,645,2063,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,12,Redston,BABA KIDS WEAR,Kurta Pajama<,1,610,610,610,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,9,Redston,BABA KIDS WEAR,Kurta Pajama<,1,485,485,485,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,15,Redston,BABA KIDS WEAR,Kurta Pajama<,1,685,785,685,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,5,Redston,BABA KIDS WEAR,Kurta Pajama<,1,400,400,400,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,13,Redston,BABA KIDS WEAR,Kurta Pajama<,1,640,640,640,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,6,Redston,BABA KIDS WEAR,Kurta Pajama<,1,405,505,405,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,575,575,575,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,2,Redston,BABA KIDS WEAR,Kurta Pajama<,1,325,425,325,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,10,Redston,BABA KIDS WEAR,Kurta Pajama<,1,485,585,485,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2069 ,14,Redston,BABA KIDS WEAR,Kurta Pajama<,1,655,755,655,2069,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2075 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,615,615,615,2075,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2075 ,10,Redston,BABA KIDS WEAR,Kurta Pajama<,1,585,585,585,2075,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2077 ,2,Redston,BABA KIDS WEAR,Kurta Pajama<,1,325,425,325,2077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2077 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,565,665,565,2077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2077 ,13,Redston,BABA KIDS WEAR,Kurta Pajama<,1,625,725,625,2077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2077 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,425,525,425,2077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2077 ,6,Redston,BABA KIDS WEAR,Kurta Pajama<,1,405,505,405,2077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2077 ,8,Redston,BABA KIDS WEAR,Kurta Pajama<,1,445,545,445,2077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2704 ,7,Redston,BABA KIDS WEAR,KP-Jacket <,1,1000,1000,1000,2704,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2705 ,9,Redston,BABA KIDS WEAR,KP-Jacket <,1,1170,1170,1170,2705,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2705 ,8,Redston,BABA KIDS WEAR,KP-Jacket <,1,1140,1140,1140,2705,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2710 ,3,Redston,BABA KIDS WEAR,KP-Jacket <,1,815,815,815,2710,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2710 ,11,Redston,BABA KIDS WEAR,KP-Jacket <,1,1165,1165,1165,2710,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2710 ,5,Redston,BABA KIDS WEAR,KP-Jacket <,1,875,875,875,2710,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2710 ,2,Redston,BABA KIDS WEAR,KP-Jacket <,1,785,785,785,2710,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2721 ,8,Redston,BABA KIDS WEAR,KP-Jacket <,1,965,965,965,2721,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2723 ,2,Redston,BABA KIDS WEAR,KP-Jacket <,1,710,710,710,2723,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2744 ,11,Redston,BABA KIDS WEAR,KP-Jacket <,1,1250,1250,1250,2744,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2752 ,11,Redston,BABA KIDS WEAR,KP-Jacket <,1,1335,1335,1335,2752,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 2784 ,11,Redston,BABA KIDS WEAR,KP-Jacket <,1,1155,1155,1155,2784,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3055 ,1,Redston,BABA KIDS WEAR,Kurta Pajama<,1,335,335,335,3055,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3055 ,3,Redston,BABA KIDS WEAR,Kurta Pajama<,1,375,375,375,3055,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3055 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,455,455,455,3055,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,7,Redston,BABA KIDS WEAR,Kurta Pajama<,1,455,555,455,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,15,Redston,BABA KIDS WEAR,Kurta Pajama<,1,715,815,715,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,5,Redston,BABA KIDS WEAR,Kurta Pajama<,1,415,515,415,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,6,Redston,BABA KIDS WEAR,Kurta Pajama<,1,435,535,435,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,3,Redston,BABA KIDS WEAR,Kurta Pajama<,1,375,475,375,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,595,695,595,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3077 ,10,Redston,BABA KIDS WEAR,Kurta Pajama<,1,515,615,515,3077,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,12,Redston,BABA KIDS WEAR,Kurta Pajama<,1,660,760,660,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,2,Redston,BABA KIDS WEAR,Kurta Pajama<,1,390,490,390,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,15,Redston,BABA KIDS WEAR,Kurta Pajama<,1,750,850,750,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,6,Redston,BABA KIDS WEAR,Kurta Pajama<,1,470,570,470,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,4,Redston,BABA KIDS WEAR,Kurta Pajama<,1,430,530,430,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,11,Redston,BABA KIDS WEAR,Kurta Pajama<,1,630,730,630,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RedSton 3078 ,14,Redston,BABA KIDS WEAR,Kurta Pajama<,1,720,820,720,3078,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Ree Line 7551(DC),20,Ree line,Baby Woolen Wear,Woolen Suit<,1,730,730,730,7551(DC),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Reels 1186(lax) ,free,Reels,GIRLS WEAR,TOP<,1,835,835,835,1186(lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
ReeMaren 3000 ,free,Reemaren,GIRLS WOOLEN,Cardigan<,11,925,1025,10175,3000,11,11,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
ReeMaren 4000 ,free,Reemaren,GIRLS WOOLEN,Cardigan<,1,995,1095,995,4000,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 1442,38,Refule,GENTS WOOLEN ,Jacket-S/L <>,2,1530,1530,3060,1442,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 1442,44,Refule,GENTS WOOLEN ,Jacket-S/L <>,1,1530,1530,1530,1442,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 1715 ,38,Refule,GENTS WOOLEN ,Track Suit,1,1875,1875,1875,1715,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4362 38/40/42/44/46,40,Refule,GENTS WEAR,T-Shirt-Half <,1,595,725,595,4362,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4401 38/40/42/44/46,44,Refule,GENTS WEAR,T-Shirt-Half <,1,725,725,725,4401,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4447 ,38,Refule,GENTS WEAR,T-Shirt-Half <,1,405,445,405,4447,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4448 ,36,Refule,GENTS WEAR,T-Shirt-Half <,3,445,495,1335,4448,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4448 ,38,Refule,GENTS WEAR,T-Shirt-Half <,1,445,495,445,4448,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4786 ,38,Refule,GENTS WEAR,T-Shirt-Half <,1,855,895,855,4786,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 4786 ,40,Refule,GENTS WEAR,T-Shirt-Half <,1,855,895,855,4786,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5840. ,40,Refule,GENTS WOOLEN ,Suede P/O<,1,955,955,955,5840,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5845 ,38,Refule,GENTS WOOLEN ,Suede P/O<,1,845,845,845,5845,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5845 ,40,Refule,GENTS WOOLEN ,Suede P/O<,1,845,845,845,5845,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5857 ,40,Refule,GENTS WOOLEN ,Suede P/O<,1,995,995,995,5857,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5865 ,42,Refule,GENTS WOOLEN ,Suede P/O<,1,1275,1275,1275,5865,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5867 ,42,Refule,GENTS WOOLEN ,Suede P/O<,1,955,955,955,5867,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5867 ,42,Refule,GENTS WOOLEN ,Suede P/O<,1,955,955,955,5867,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5867 ,40,Refule,GENTS WOOLEN ,Suede P/O<,1,955,955,955,5867,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 5903 ,40,Refule,GENTS WOOLEN ,Suede P/O<,1,995,995,995,5903,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 6009 38/40/42/44,42,Refule,GENTS WOOLEN ,Suede P/O<,1,1090,1090,1090,6009,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule 6196 ,XXL,Refule,GENTS WEAR,T-Shirt-F<>,1,1445,1445,1445,6196,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-1511 ,44,Refule,GENTS WOOLEN ,JACKET<,1,1475,1475,1475,sa-1511,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-1516 ,44,Refule,GENTS WOOLEN ,JACKET<,1,1475,1475,1475,sa-1516,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-5937 ,38,Refule,GENTS WOOLEN ,Suede P/O<,1,995,995,995,sa-5937,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-5940 ,42,Refule,GENTS WOOLEN ,Suede P/O<,1,1085,1085,1085,sa-5940,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-5940 ,44,Refule,GENTS WOOLEN ,Suede P/O<,1,1085,1085,1085,sa-5940,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-5950 ,38,Refule,GENTS WOOLEN ,Suede P/O<,1,1365,1365,1365,sa-5950,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refule sa-5965 ,42,Refule,GENTS WOOLEN ,Suede P/O<,1,1095,1095,1095,sa-5965,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Refund RZ26257 ,32,Refund,GENTS WEAR,Trouser<,1,819,819,819,RZ26257,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Relax More 2038(VS) 4/6/8/10/12/14,14,Relax more,BABA KIDS WEAR,Night Suit H,1,545,545,545,2038(VS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Relax More 2064(VS) 2/4/6/8/10/12/14,12,Relax more,BABA KIDS WEAR,Night Suit H,1,525,525,525,2064(VS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Relax More 2064(VS) 2/4/6/8/10/12/14,14,Relax more,BABA KIDS WEAR,Night Suit H,1,545,545,545,2064(VS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Aliya ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,1045,1160,3135,Aliya,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Aliya ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,1045,1160,3135,Aliya,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Aliya ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,1045,1160,3135,Aliya,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Aliya ,XXL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,2,1105,1225,2210,Aliya,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Anjali ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,4,915,1015,3660,Anjali,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Anjali ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,915,1015,915,Anjali,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Anjali ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,4,915,1015,3660,Anjali,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,XXL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,8,795,885,6360,ASH,8,8,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,4,745,745,2980,ASH,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,745,745,745,ASH,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,14,750,840,10500,ASH,14,14,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,745,745,2235,ASH,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,4,750,840,3000,ASH,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal ASH ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,10,750,840,7500,ASH,10,10,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Disha ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,985,985,985,Disha,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Disha ,XXL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,985,985,985,Disha,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Elina ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,945,1050,2835,Elina,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Elina ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,945,1050,945,Elina,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Elina ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,2,945,1050,1890,Elina,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Elina ,XXL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,995,1105,2985,Elina,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal F425450 ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,4,635,635,2540,F425450,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal F425450 ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,2,635,635,1270,F425450,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal H385 ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse-Half<,1,575,575,575,H385,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal J4 ,XXL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,780,870,2340,J4,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal J4 ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,2,780,870,1560,J4,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal J4 ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,780,870,2340,J4,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Kiara ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,945,1050,945,Kiara,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Kiara ,XXL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,6,995,1105,5970,Kiara,6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Kiara ,M,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,3,945,1045,2835,Kiara,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Kiara ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,945,1045,945,Kiara,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Kiara ,XL,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,945,1050,945,Kiara,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
RenuOswal Kiara ,L,Renuoswal,GIRLS WOOLEN,Woolen-Blouse<,1,945,1050,945,Kiara,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
